date,v2ProductCategory,count
2016-11-16,Office/Notebooks & Journals/,3053
2016-11-16,Office/Office Other/,463
2016-11-16,Office/Writing Instruments/,2680
2016-11-16,Shop by Brand/,1162
2016-11-16,Shop by Brand/Android/,1644
2016-11-16,Shop by Brand/Google/,3674
2016-11-16,Shop by Brand/YouTube/,11323
2016-11-16,Lifestyle,223
2016-11-16,Lifestyle/,24
2016-11-16,More Bags,14
2016-11-16,Office,576
2016-11-16,Tumblers,8
2016-11-16,Waze,33
2016-11-17,Accessories,67
2016-11-17,Apparel,1458
2016-11-17,Backpacks,41
2016-11-17,Bags,206
2016-11-17,Bottles,62
2016-11-17,Drinkware,513
2016-11-17,Electronics,279
2016-11-17,Headgear,34
2016-11-17,Accessories/,3479
2016-11-17,Accessories/Fun/,3248
2016-11-17,Accessories/Housewares/,1422
2016-11-17,Accessories/Pet/,401
2016-11-17,Accessories/Sports & Fitness/,327
2016-11-17,Accessories/Stickers/,1176
2016-11-17,Apparel/,5300
2016-11-17,Apparel/Headgear/,2210
2016-11-17,Apparel/Kid's/,494
2016-11-17,Apparel/Kid's/Kid's-Infant/,943
2016-11-17,Apparel/Kid's/Kid's-Toddler/,688
2016-11-17,Apparel/Kid's/Kids-Youth/,995
2016-11-17,Apparel/Men's/,2568
2016-11-17,Apparel/Men's/Men's-Outerwear/,4023
2016-11-17,Apparel/Men's/Men's-Performance Wear/,1746
2016-11-17,Apparel/Men's/Men's-T-Shirts/,9175
2016-11-17,Apparel/Women's/,1263
2016-11-17,Apparel/Women's/Women's-Outerwear/,2239
2016-11-17,Apparel/Women's/Women's-Performance Wear/,848
2016-11-17,Apparel/Women's/Women's-T-Shirts/,3095
2016-11-17,Bags/,3879
2016-11-17,Bags/Backpacks/,2605
2016-11-17,Bags/More Bags/,1476
2016-11-17,Bags/Shopping and Totes/,939
2016-11-17,Drinkware/,3713
2016-11-17,Drinkware/Mugs and Cups/,871
2016-11-17,Drinkware/Water Bottles and Tumblers/,3877
2016-11-17,Electronics/,3512
2016-11-17,Electronics/Audio/,1727
2016-11-17,Electronics/Electronics Accessories/,1405
2016-11-17,Electronics/Flashlights/,510
2016-11-17,Electronics/Power/,706
2016-11-17,Gift Cards/,48
2016-11-17,Office/,4657
2016-11-17,Office/Notebooks & Journals/,2594
2016-11-17,Office/Office Other/,570
2016-11-17,Office/Writing Instruments/,2201
2016-11-17,Shop by Brand/,941
2016-11-17,Shop by Brand/Android/,1840
2016-11-17,Shop by Brand/Google/,3209
2016-11-17,Shop by Brand/YouTube/,11088
2016-11-17,Lifestyle,266
2016-11-17,More Bags,43
2016-11-17,Office,807
2016-11-17,Tumblers,10
2016-11-17,Waze,33
2016-11-17,Wearables/Men's T-Shirts/,60
2016-11-18,Accessories,35
2016-11-18,Apparel,802
2016-11-18,Backpacks,16
2016-11-18,Bags,159
2016-11-18,Bottles,37
2016-11-18,Drinkware,305
2016-11-18,Electronics,124
2016-11-18,Headgear,32
2016-11-18,Accessories/,2514
2016-11-18,Accessories/Fun/,3970
2016-11-18,Accessories/Housewares/,1041
2016-11-18,Accessories/Pet/,312
2016-11-18,Accessories/Sports & Fitness/,226
2016-11-18,Accessories/Stickers/,1479
2016-11-18,Apparel/,5607
2016-11-18,Apparel/Headgear/,2263
2016-11-18,Apparel/Kid's/,476
2016-11-18,Apparel/Kid's/Kid's-Infant/,748
2016-11-18,Apparel/Kid's/Kid's-Toddler/,665
2016-11-18,Apparel/Kid's/Kids-Youth/,619
2016-11-18,Apparel/Men's/,1887
2016-11-18,Apparel/Men's/Men's-Outerwear/,3589
2016-11-18,Apparel/Men's/Men's-Performance Wear/,1214
2016-11-18,Apparel/Men's/Men's-T-Shirts/,6563
2016-11-18,Apparel/Women's/,1329
2016-11-18,Apparel/Women's/Women's-Outerwear/,1670
2016-11-18,Apparel/Women's/Women's-Performance Wear/,581
2016-11-18,Apparel/Women's/Women's-T-Shirts/,2721
2016-11-18,Bags/,2934
2016-11-18,Bags/Backpacks/,1810
2016-11-18,Bags/More Bags/,937
2016-11-18,Bags/Shopping and Totes/,728
2016-11-18,Drinkware/,3007
2016-11-18,Drinkware/Mugs and Cups/,713
2016-11-18,Drinkware/Water Bottles and Tumblers/,3013
2016-11-18,Electronics/,3019
2016-11-18,Electronics/Audio/,1366
2016-11-18,Electronics/Electronics Accessories/,1279
2016-11-18,Electronics/Flashlights/,388
2016-11-18,Electronics/Power/,668
2016-11-18,Gift Cards/,154
2016-11-18,Office/,4876
2016-11-18,Office/Notebooks & Journals/,2375
2016-11-18,Office/Office Other/,408
2016-11-18,Office/Writing Instruments/,1807
2016-11-18,Shop by Brand/,908
2016-11-18,Shop by Brand/Android/,1137
2016-11-18,Shop by Brand/Google/,3211
2016-11-18,Shop by Brand/YouTube/,9889
2016-11-18,Housewares,18
2016-11-18,Lifestyle,218
2016-11-18,More Bags,21
2016-11-18,Office,569
2016-11-18,Tumblers,12
2016-11-18,Waze,2
2016-11-19,Apparel,409
2016-11-19,Backpacks,14
2016-11-19,Bags,19
2016-11-19,Bottles,10
2016-11-19,Drinkware,108
2016-11-19,Electronics,92
2016-11-19,Headgear,5
2016-11-19,Accessories/,1848
2016-11-19,Accessories/Fun/,2238
2016-11-19,Accessories/Housewares/,887
2016-11-19,Accessories/Pet/,206
2016-11-19,Accessories/Sports & Fitness/,191
2016-11-19,Accessories/Stickers/,788
2016-11-19,Apparel/,4226
2016-11-19,Apparel/Headgear/,886
2016-11-19,Apparel/Kid's/,152
2016-11-19,Apparel/Kid's/Kid's-Infant/,324
2016-11-19,Apparel/Kid's/Kid's-Toddler/,357
2016-11-19,Apparel/Kid's/Kids-Youth/,401
2016-11-19,Apparel/Men's/,1614
2016-11-19,Apparel/Men's/Men's-Outerwear/,1749
2016-11-19,Apparel/Men's/Men's-Performance Wear/,694
2016-11-19,Apparel/Men's/Men's-T-Shirts/,5056
2016-11-19,Apparel/Women's/,553
2016-11-19,Apparel/Women's/Women's-Outerwear/,847
2016-11-19,Apparel/Women's/Women's-Performance Wear/,213
2016-11-19,Apparel/Women's/Women's-T-Shirts/,2038
2016-11-19,Bags/,3198
2016-11-19,Bags/Backpacks/,1407
2016-11-19,Bags/More Bags/,658
2016-11-19,Bags/Shopping and Totes/,403
2016-11-19,Drinkware/,2196
2016-11-19,Drinkware/Mugs and Cups/,406
2016-11-19,Drinkware/Water Bottles and Tumblers/,1575
2016-11-19,Electronics/,2158
2016-11-19,Electronics/Audio/,1173
2016-11-19,Electronics/Electronics Accessories/,863
2016-11-19,Electronics/Flashlights/,428
2016-11-19,Electronics/Power/,364
2016-11-19,Gift Cards/,8
2016-11-19,Office/,2896
2016-11-19,Office/Notebooks & Journals/,1646
2016-11-19,Office/Office Other/,208
2016-11-19,Office/Writing Instruments/,1122
2016-11-19,Shop by Brand/,878
2016-11-19,Shop by Brand/Android/,1216
2016-11-19,Shop by Brand/Google/,2509
2016-11-19,Shop by Brand/YouTube/,10108
2016-11-19,Housewares,21
2016-11-19,Lifestyle,58
2016-11-19,More Bags,4
2016-11-19,Office,146
2016-11-20,Accessories,11
2016-11-20,Apparel,461
2016-11-20,Backpacks,1
2016-11-20,Bags,55
2016-11-20,Bottles,37
2016-11-20,Drinkware,180
2016-11-20,Electronics,82
2016-11-20,Accessories/,1942
2016-11-20,Accessories/Fun/,2624
2016-11-20,Accessories/Housewares/,976
2016-11-20,Accessories/Pet/,320
2016-11-20,Accessories/Sports & Fitness/,247
2016-11-20,Accessories/Stickers/,979
2016-11-20,Apparel/,5497
2016-11-20,Apparel/Headgear/,1235
2016-11-20,Apparel/Kid's/,84
2016-11-20,Apparel/Kid's/Kid's-Infant/,655
2016-11-20,Apparel/Kid's/Kid's-Toddler/,714
2016-11-20,Apparel/Kid's/Kids-Youth/,791
2016-11-20,Apparel/Men's/,2148
2016-11-20,Apparel/Men's/Men's-Outerwear/,2711
2016-11-20,Apparel/Men's/Men's-Performance Wear/,817
2016-11-20,Apparel/Men's/Men's-T-Shirts/,6292
2016-11-20,Apparel/Women's/,589
2016-11-20,Apparel/Women's/Women's-Outerwear/,1024
2016-11-20,Apparel/Women's/Women's-Performance Wear/,431
2016-11-20,Apparel/Women's/Women's-T-Shirts/,1879
2016-11-20,Bags/,3195
2016-11-20,Bags/Backpacks/,1508
2016-11-20,Bags/More Bags/,676
2016-11-20,Bags/Shopping and Totes/,513
2016-11-20,Drinkware/,3562
2016-11-20,Drinkware/Mugs and Cups/,638
2016-11-20,Drinkware/Water Bottles and Tumblers/,2093
2016-11-20,Electronics/,2397
2016-11-20,Electronics/Audio/,1373
2016-11-20,Electronics/Electronics Accessories/,971
2016-11-20,Electronics/Flashlights/,483
2016-11-20,Electronics/Power/,544
2016-11-20,Gift Cards/,52
2016-11-20,Office/,3111
2016-11-20,Office/Notebooks & Journals/,1823
2016-11-20,Office/Office Other/,267
2016-11-20,Office/Writing Instruments/,1725
2016-11-20,Shop by Brand/,1153
2016-11-20,Shop by Brand/Android/,1138
2016-11-20,Shop by Brand/Google/,2954
2016-11-20,Shop by Brand/YouTube/,10011
2016-11-20,Housewares,8
2016-11-20,Lifestyle,145
2016-11-20,Lifestyle/,24
2016-11-20,More Bags,14
2016-11-20,Office,510
2016-11-20,Tumblers,8
2016-11-20,Wearables/Men's T-Shirts/,57
2016-11-21,Accessories,6
2016-11-21,Apparel,1582
2016-11-21,Backpacks,33
2016-11-21,Bags,149
2016-11-21,Bottles,20
2016-11-21,Drinkware,462
2016-11-21,Electronics,233
2016-11-21,Gift Cards,5
2016-11-21,Headgear,19
2016-11-21,Accessories/,3286
2016-11-21,Accessories/Fun/,3887
2016-11-21,Accessories/Housewares/,1229
2016-11-21,Accessories/Pet/,350
2016-11-21,Accessories/Sports & Fitness/,357
2016-11-21,Accessories/Stickers/,1407
2016-11-21,Apparel/,5523
2016-11-21,Apparel/Headgear/,2057
2016-11-21,Apparel/Kid's/,347
2016-11-21,Apparel/Kid's/Kid's-Infant/,1720
2016-11-21,Apparel/Kid's/Kid's-Toddler/,880
2016-11-21,Apparel/Kid's/Kids-Youth/,927
2016-11-21,Apparel/Men's/,2369
2016-11-21,Apparel/Men's/Men's-Outerwear/,4918
2016-11-21,Apparel/Men's/Men's-Performance Wear/,1279
2016-11-21,Apparel/Men's/Men's-T-Shirts/,9541
2016-11-21,Apparel/Women's/,1006
2016-11-21,Apparel/Women's/Women's-Outerwear/,1862
2016-11-21,Apparel/Women's/Women's-Performance Wear/,569
2016-11-21,Apparel/Women's/Women's-T-Shirts/,2998
2016-11-21,Bags/,3312
2016-11-21,Bags/Backpacks/,3138
2016-11-21,Bags/More Bags/,1170
2016-11-21,Bags/Shopping and Totes/,752
2016-11-21,Drinkware/,3734
2016-11-21,Drinkware/Mugs and Cups/,954
2016-11-21,Drinkware/Water Bottles and Tumblers/,3897
2016-11-21,Electronics/,3886
2016-11-21,Electronics/Audio/,2457
2016-11-21,Electronics/Electronics Accessories/,1758
2016-11-21,Electronics/Flashlights/,374
2016-11-21,Electronics/Power/,706
2016-11-21,Gift Cards/,56
2016-11-21,Office/,4556
2016-11-21,Office/Notebooks & Journals/,2806
2016-11-21,Office/Office Other/,449
2016-11-21,Office/Writing Instruments/,1713
2016-11-21,Shop by Brand/,1237
2016-11-21,Shop by Brand/Android/,1389
2016-11-21,Shop by Brand/Google/,4249
2016-11-21,Shop by Brand/YouTube/,11027
2016-11-21,Housewares,17
2016-11-21,Lifestyle,206
2016-11-21,Lifestyle/,60
2016-11-21,More Bags,13
2016-11-21,Office,677
2016-11-21,Tumblers,16
2016-11-21,Waze,33
2016-11-22,Accessories,5
2016-11-22,Apparel,863
2016-11-22,Backpacks,2
2016-11-22,Bags,322
2016-11-22,Drinkware,288
2016-11-22,Electronics,140
2016-11-22,Headgear,40
2016-11-22,Accessories/,2549
2016-11-22,Accessories/Fun/,3688
2016-11-22,Accessories/Housewares/,1175
2016-11-22,Accessories/Pet/,516
2016-11-22,Accessories/Sports & Fitness/,334
2016-11-22,Accessories/Stickers/,830
2016-11-22,Apparel/,5345
2016-11-22,Apparel/Headgear/,1678
2016-11-22,Apparel/Kid's/,447
2016-11-22,Apparel/Kid's/Kid's-Infant/,903
2016-11-22,Apparel/Kid's/Kid's-Toddler/,945
2016-11-22,Apparel/Kid's/Kids-Youth/,841
2016-11-22,Apparel/Men's/,2476
2016-11-22,Apparel/Men's/Men's-Outerwear/,3508
2016-11-22,Apparel/Men's/Men's-Performance Wear/,1477
2016-11-22,Apparel/Men's/Men's-T-Shirts/,8279
2016-11-22,Apparel/Women's/,1059
2016-11-22,Apparel/Women's/Women's-Outerwear/,1310
2016-11-22,Apparel/Women's/Women's-Performance Wear/,1178
2016-11-22,Apparel/Women's/Women's-T-Shirts/,3292
2016-11-22,Bags/,3729
2016-11-22,Bags/Backpacks/,2068
2016-11-22,Bags/More Bags/,946
2016-11-22,Bags/Shopping and Totes/,731
2016-11-22,Drinkware/,3868
2016-11-22,Drinkware/Mugs and Cups/,966
2016-11-22,Drinkware/Water Bottles and Tumblers/,2676
2016-11-22,Electronics/,3495
2016-11-22,Electronics/Audio/,2294
2016-11-22,Electronics/Electronics Accessories/,1726
2016-11-22,Electronics/Flashlights/,448
2016-11-22,Electronics/Power/,710
2016-11-22,Gift Cards/,151
2016-11-22,Office/,2832
2016-11-22,Office/Notebooks & Journals/,1874
2016-11-22,Office/Office Other/,421
2016-11-22,Office/Writing Instruments/,1909
2016-11-22,Shop by Brand/,1124
2016-11-22,Shop by Brand/Android/,1452
2016-11-22,Shop by Brand/Google/,2846
2016-11-22,Shop by Brand/YouTube/,9893
2016-11-22,Lifestyle,168
2016-11-22,Lifestyle/,12
2016-11-22,More Bags,5
2016-11-22,Notebooks & Journals,1
2016-11-22,Office,481
2016-11-22,Tumblers,6
2016-11-22,Waze,107
2016-11-23,Apparel,945
2016-11-23,Backpacks,16
2016-11-23,Bags,260
2016-11-23,Bottles,15
2016-11-23,Drinkware,444
2016-11-23,Electronics,154
2016-11-23,Gift Cards,3
2016-11-23,Headgear,40
2016-11-23,Accessories/,3084
2016-11-23,Accessories/Fun/,3652
2016-11-23,Accessories/Housewares/,1170
2016-11-23,Accessories/Pet/,375
2016-11-23,Accessories/Sports & Fitness/,325
2016-11-23,Accessories/Stickers/,1243
2016-11-23,Apparel/,5406
2016-11-23,Apparel/Headgear/,1842
2016-11-23,Apparel/Kid's/,426
2016-11-23,Apparel/Kid's/Kid's-Infant/,826
2016-11-23,Apparel/Kid's/Kid's-Toddler/,620
2016-11-23,Apparel/Kid's/Kids-Youth/,1007
2016-11-23,Apparel/Men's/,2178
2016-11-23,Apparel/Men's/Men's-Outerwear/,3806
2016-11-23,Apparel/Men's/Men's-Performance Wear/,1206
2016-11-23,Apparel/Men's/Men's-T-Shirts/,8432
2016-11-23,Apparel/Women's/,916
2016-11-23,Apparel/Women's/Women's-Outerwear/,2139
2016-11-23,Apparel/Women's/Women's-Performance Wear/,732
2016-11-23,Apparel/Women's/Women's-T-Shirts/,2271
2016-11-23,Bags/,4619
2016-11-23,Bags/Backpacks/,1902
2016-11-23,Bags/More Bags/,1211
2016-11-23,Bags/Shopping and Totes/,725
2016-11-23,Drinkware/,4139
2016-11-23,Drinkware/Mugs and Cups/,1011
2016-11-23,Drinkware/Water Bottles and Tumblers/,2943
2016-11-23,Electronics/,3384
2016-11-23,Electronics/Audio/,2220
2016-11-23,Electronics/Electronics Accessories/,1819
2016-11-23,Electronics/Flashlights/,559
2016-11-23,Electronics/Power/,754
2016-11-23,Gift Cards/,303
2016-11-23,Office/,4936
2016-11-23,Office/Notebooks & Journals/,2699
2016-11-23,Office/Office Other/,312
2016-11-23,Office/Writing Instruments/,1707
2016-11-23,Shop by Brand/,910
2016-11-23,Shop by Brand/Android/,1401
2016-11-23,Shop by Brand/Google/,3118
2016-11-23,Shop by Brand/YouTube/,10314
2016-11-23,Housewares,4
2016-11-23,Lifestyle,241
2016-11-23,More Bags,10
2016-11-23,Office,603
2016-11-23,Waze,76
2016-11-24,Apparel,476
2016-11-24,Backpacks,44
2016-11-24,Bags,110
2016-11-24,Bottles,9
2016-11-24,Drinkware,222
2016-11-24,Electronics,34
2016-11-24,Headgear,23
2016-11-24,Accessories/,2268
2016-11-24,Accessories/Fun/,2360
2016-11-24,Accessories/Housewares/,853
2016-11-24,Accessories/Pet/,167
2016-11-24,Accessories/Sports & Fitness/,233
2016-11-24,Accessories/Stickers/,686
2016-11-24,Apparel/,4880
2016-11-24,Apparel/Headgear/,1201
2016-11-24,Apparel/Kid's/,171
2016-11-24,Apparel/Kid's/Kid's-Infant/,429
2016-11-24,Apparel/Kid's/Kid's-Toddler/,540
2016-11-24,Apparel/Kid's/Kids-Youth/,672
2016-11-24,Apparel/Men's/,1688
2016-11-24,Apparel/Men's/Men's-Outerwear/,2888
2016-11-24,Apparel/Men's/Men's-Performance Wear/,1169
2016-11-24,Apparel/Men's/Men's-T-Shirts/,6181
2016-11-24,Apparel/Women's/,673
2016-11-24,Apparel/Women's/Women's-Outerwear/,1133
2016-11-24,Apparel/Women's/Women's-Performance Wear/,302
2016-11-24,Apparel/Women's/Women's-T-Shirts/,1568
2016-11-24,Bags/,3366
2016-11-24,Bags/Backpacks/,1593
2016-11-24,Bags/More Bags/,604
2016-11-24,Bags/Shopping and Totes/,490
2016-11-24,Drinkware/,2787
2016-11-24,Drinkware/Mugs and Cups/,563
2016-11-24,Drinkware/Water Bottles and Tumblers/,1638
2016-11-24,Electronics/,2836
2016-11-24,Electronics/Audio/,1334
2016-11-24,Electronics/Electronics Accessories/,1368
2016-11-24,Electronics/Flashlights/,255
2016-11-24,Electronics/Power/,513
2016-11-24,Gift Cards/,77
2016-11-24,Office/,3494
2016-11-24,Office/Notebooks & Journals/,1504
2016-11-24,Office/Office Other/,232
2016-11-24,Office/Writing Instruments/,779
2016-11-24,Shop by Brand/,790
2016-11-24,Shop by Brand/Android/,1054
2016-11-24,Shop by Brand/Google/,2836
2016-11-24,Shop by Brand/YouTube/,11802
2016-11-24,Lifestyle,90
2016-11-24,More Bags,17
2016-11-24,Notebooks & Journals,1
2016-11-24,Office,327
2016-11-24,Waze,6
2016-11-24,Wearables/Men's T-Shirts/,24
2016-11-25,Accessories,31
2016-11-25,Apparel,904
2016-11-25,Backpacks,6
2016-11-25,Bags,100
2016-11-25,Bottles,2
2016-11-25,Drinkware,98
2016-11-25,Electronics,120
2016-11-25,Headgear,15
2016-11-25,Accessories/,2426
2016-11-25,Accessories/Fun/,3451
2016-11-25,Accessories/Housewares/,1046
2016-11-25,Accessories/Pet/,485
2016-11-25,Accessories/Sports & Fitness/,353
2016-11-25,Accessories/Stickers/,1027
2016-11-25,Apparel/,5203
2016-11-25,Apparel/Headgear/,2322
2016-11-25,Apparel/Kid's/,482
2016-11-25,Apparel/Kid's/Kid's-Infant/,797
2016-11-25,Apparel/Kid's/Kid's-Toddler/,484
2016-11-25,Apparel/Kid's/Kids-Youth/,782
2016-11-25,Apparel/Men's/,2326
2016-11-25,Apparel/Men's/Men's-Outerwear/,3364
2016-11-25,Apparel/Men's/Men's-Performance Wear/,930
2016-11-25,Apparel/Men's/Men's-T-Shirts/,8317
2016-11-25,Apparel/Women's/,937
2016-11-25,Apparel/Women's/Women's-Outerwear/,971
2016-11-25,Apparel/Women's/Women's-Performance Wear/,716
2016-11-25,Apparel/Women's/Women's-T-Shirts/,1940
2016-11-25,Bags/,3341
2016-11-25,Bags/Backpacks/,1611
2016-11-25,Bags/More Bags/,1059
2016-11-25,Bags/Shopping and Totes/,712
2016-11-25,Drinkware/,2911
2016-11-25,Drinkware/Mugs and Cups/,619
2016-11-25,Drinkware/Water Bottles and Tumblers/,1975
2016-11-25,Electronics/,2885
2016-11-25,Electronics/Audio/,1802
2016-11-25,Electronics/Electronics Accessories/,1522
2016-11-25,Electronics/Flashlights/,535
2016-11-25,Electronics/Power/,1087
2016-11-25,Gift Cards/,77
2016-11-25,Office/,3930
2016-11-25,Office/Notebooks & Journals/,1903
2016-11-25,Office/Office Other/,453
2016-11-25,Office/Writing Instruments/,2276
2016-11-25,Shop by Brand/,738
2016-11-25,Shop by Brand/Android/,1634
2016-11-25,Shop by Brand/Google/,3454
2016-11-25,Shop by Brand/YouTube/,10584
2016-11-25,Lifestyle,180
2016-11-25,More Bags,5
2016-11-25,Office,452
2016-11-25,Waze,11
2016-11-26,Accessories,12
2016-11-26,Apparel,465
2016-11-26,Backpacks,1
2016-11-26,Bags,54
2016-11-26,Bottles,6
2016-11-26,Drinkware,90
2016-11-26,Electronics,24
2016-11-26,Headgear,12
2016-11-26,Accessories/,1546
2016-11-26,Accessories/Fun/,1609
2016-11-26,Accessories/Housewares/,528
2016-11-26,Accessories/Pet/,264
2016-11-26,Accessories/Sports & Fitness/,188
2016-11-26,Accessories/Stickers/,806
2016-11-26,Apparel/,4366
2016-11-26,Apparel/Headgear/,1079
2016-11-26,Apparel/Kid's/,295
2016-11-26,Apparel/Kid's/Kid's-Infant/,334
2016-11-26,Apparel/Kid's/Kid's-Toddler/,247
2016-11-26,Apparel/Kid's/Kids-Youth/,686
2016-11-26,Apparel/Men's/,1637
2016-11-26,Apparel/Men's/Men's-Outerwear/,2340
2016-11-26,Apparel/Men's/Men's-Performance Wear/,691
2016-11-26,Apparel/Men's/Men's-T-Shirts/,6004
2016-11-26,Apparel/Women's/,567
2016-11-26,Apparel/Women's/Women's-Outerwear/,585
2016-11-26,Apparel/Women's/Women's-Performance Wear/,228
2016-11-26,Apparel/Women's/Women's-T-Shirts/,1509
2016-11-26,Bags/,2421
2016-11-26,Bags/Backpacks/,1233
2016-11-26,Bags/More Bags/,597
2016-11-26,Bags/Shopping and Totes/,423
2016-11-26,Drinkware/,2353
2016-11-26,Drinkware/Mugs and Cups/,348
2016-11-26,Drinkware/Water Bottles and Tumblers/,1194
2016-11-26,Electronics/,2709
2016-11-26,Electronics/Audio/,1269
2016-11-26,Electronics/Electronics Accessories/,1096
2016-11-26,Electronics/Flashlights/,239
2016-11-26,Electronics/Power/,406
2016-11-26,Gift Cards/,48
2016-11-26,Office/,3295
2016-11-26,Office/Notebooks & Journals/,1080
2016-11-26,Office/Office Other/,177
2016-11-26,Office/Writing Instruments/,829
2016-11-26,Shop by Brand/,752
2016-11-26,Shop by Brand/Android/,974
2016-11-26,Shop by Brand/Google/,2870
2016-11-26,Shop by Brand/YouTube/,10141
2016-11-26,Lifestyle,3
2016-11-26,Lifestyle/,72
2016-11-26,Office,117
2016-11-27,Accessories,9
2016-11-27,Apparel,403
2016-11-27,Bags,83
2016-11-27,Bottles,10
2016-11-27,Drinkware,145
2016-11-27,Electronics,40
2016-11-27,Headgear,33
2016-11-27,Accessories/,1996
2016-11-27,Accessories/Fun/,2172
2016-11-27,Accessories/Housewares/,851
2016-11-27,Accessories/Pet/,227
2016-11-27,Accessories/Sports & Fitness/,194
2016-11-27,Accessories/Stickers/,650
2016-11-27,Apparel/,5724
2016-11-27,Apparel/Headgear/,1463
2016-11-27,Apparel/Kid's/,261
2016-11-27,Apparel/Kid's/Kid's-Infant/,643
2016-11-27,Apparel/Kid's/Kid's-Toddler/,310
2016-11-27,Apparel/Kid's/Kids-Youth/,1135
2016-11-27,Apparel/Men's/,1537
2016-11-27,Apparel/Men's/Men's-Outerwear/,3134
2016-11-27,Apparel/Men's/Men's-Performance Wear/,1181
2016-11-27,Apparel/Men's/Men's-T-Shirts/,7706
2016-11-27,Apparel/Women's/,549
2016-11-27,Apparel/Women's/Women's-Outerwear/,965
2016-11-27,Apparel/Women's/Women's-Performance Wear/,342
2016-11-27,Apparel/Women's/Women's-T-Shirts/,1586
2016-11-27,Bags/,2401
2016-11-27,Bags/Backpacks/,1639
2016-11-27,Bags/More Bags/,676
2016-11-27,Bags/Shopping and Totes/,582
2016-11-27,Drinkware/,2682
2016-11-27,Drinkware/Mugs and Cups/,615
2016-11-27,Drinkware/Water Bottles and Tumblers/,1222
2016-11-27,Electronics/,2530
2016-11-27,Electronics/Audio/,1301
2016-11-27,Electronics/Electronics Accessories/,1248
2016-11-27,Electronics/Flashlights/,240
2016-11-27,Electronics/Power/,348
2016-11-27,Gift Cards/,36
2016-11-27,Office/,3365
2016-11-27,Office/Notebooks & Journals/,1648
2016-11-27,Office/Office Other/,222
2016-11-27,Office/Writing Instruments/,1056
2016-11-27,Shop by Brand/,518
2016-11-27,Shop by Brand/Android/,1042
2016-11-27,Shop by Brand/Google/,2265
2016-11-27,Shop by Brand/YouTube/,9329
2016-11-27,Housewares,4
2016-11-27,Lifestyle,80
2016-11-27,Lifestyle/,12
2016-11-27,More Bags,7
2016-11-27,Notebooks & Journals,8
2016-11-27,Office,354
2016-11-27,Wearables/Men's T-Shirts/,12
2016-11-28,Accessories,52
2016-11-28,Apparel,1381
2016-11-28,Backpacks,13
2016-11-28,Bags,552
2016-11-28,Bottles,52
2016-11-28,Drinkware,536
2016-11-28,Electronics,334
2016-11-28,Gift Cards,228
2016-11-28,Headgear,46
2016-11-28,Accessories/,4674
2016-11-28,Accessories/Fun/,4997
2016-11-28,Accessories/Housewares/,2140
2016-11-28,Accessories/Pet/,920
2016-11-28,Accessories/Sports & Fitness/,439
2016-11-28,Accessories/Stickers/,1281
2016-11-28,Apparel/,8161
2016-11-28,Apparel/Headgear/,2501
2016-11-28,Apparel/Kid's/,704
2016-11-28,Apparel/Kid's/Kid's-Infant/,1800
2016-11-28,Apparel/Kid's/Kid's-Toddler/,1155
2016-11-28,Apparel/Kid's/Kids-Youth/,1485
2016-11-28,Apparel/Men's/,3926
2016-11-28,Apparel/Men's/Men's-Outerwear/,5584
2016-11-28,Apparel/Men's/Men's-Performance Wear/,1883
2016-11-28,Apparel/Men's/Men's-T-Shirts/,11147
2016-11-28,Apparel/Women's/,1824
2016-11-28,Apparel/Women's/Women's-Outerwear/,2740
2016-11-28,Apparel/Women's/Women's-Performance Wear/,997
2016-11-28,Apparel/Women's/Women's-T-Shirts/,4000
2016-11-28,Bags/,5792
2016-11-28,Bags/Backpacks/,3480
2016-11-28,Bags/More Bags/,1523
2016-11-28,Bags/Shopping and Totes/,965
2016-11-28,Drinkware/,5784
2016-11-28,Drinkware/Mugs and Cups/,1292
2016-11-28,Drinkware/Water Bottles and Tumblers/,4213
2016-11-28,Electronics/,6673
2016-11-28,Electronics/Audio/,3002
2016-11-28,Electronics/Electronics Accessories/,2792
2016-11-28,Electronics/Flashlights/,636
2016-11-28,Electronics/Power/,1044
2016-11-28,Gift Cards/,698
2016-11-28,Office/,6936
2016-11-28,Office/Notebooks & Journals/,5213
2016-11-28,Office/Office Other/,570
2016-11-28,Office/Writing Instruments/,2355
2016-11-28,Shop by Brand/,868
2016-11-28,Shop by Brand/Android/,2646
2016-11-28,Shop by Brand/Google/,6077
2016-11-28,Shop by Brand/YouTube/,12749
2016-11-28,Housewares,25
2016-11-28,Lifestyle,247
2016-11-28,Lifestyle/,60
2016-11-28,More Bags,13
2016-11-28,Office,835
2016-11-28,Waze,2
2016-11-28,Wearables/Men's T-Shirts/,36
2016-11-29,Accessories,52
2016-11-29,Apparel,1513
2016-11-29,Backpacks,36
2016-11-29,Bags,514
2016-11-29,Bottles,29
2016-11-29,Drinkware,412
2016-11-29,Electronics,219
2016-11-29,Headgear,31
2016-11-29,Accessories/,4175
2016-11-29,Accessories/Fun/,4733
2016-11-29,Accessories/Housewares/,1663
2016-11-29,Accessories/Pet/,577
2016-11-29,Accessories/Sports & Fitness/,452
2016-11-29,Accessories/Stickers/,1144
2016-11-29,Apparel/,7942
2016-11-29,Apparel/Headgear/,2890
2016-11-29,Apparel/Kid's/,590
2016-11-29,Apparel/Kid's/Kid's-Infant/,1235
2016-11-29,Apparel/Kid's/Kid's-Toddler/,699
