date,v2ProductCategory,count
2016-11-03,Apparel/Kid's/,352
2016-11-03,Apparel/Kid's/Kid's-Infant/,825
2016-11-03,Apparel/Kid's/Kid's-Toddler/,703
2016-11-03,Apparel/Kid's/Kids-Youth/,868
2016-11-03,Apparel/Men's/,1920
2016-11-03,Apparel/Men's/Men's-Outerwear/,4026
2016-11-03,Apparel/Men's/Men's-Performance Wear/,1156
2016-11-03,Apparel/Men's/Men's-T-Shirts/,6937
2016-11-03,Apparel/Women's/,946
2016-11-03,Apparel/Women's/Women's-Outerwear/,1858
2016-11-03,Apparel/Women's/Women's-Performance Wear/,921
2016-11-03,Apparel/Women's/Women's-T-Shirts/,1797
2016-11-03,Bags/,2848
2016-11-03,Bags/Backpacks/,2052
2016-11-03,Bags/More Bags/,1365
2016-11-03,Bags/Shopping and Totes/,770
2016-11-03,Drinkware/,3669
2016-11-03,Drinkware/Mugs and Cups/,625
2016-11-03,Drinkware/Water Bottles and Tumblers/,2663
2016-11-03,Electronics/,3151
2016-11-03,Electronics/Audio/,2277
2016-11-03,Electronics/Electronics Accessories/,1402
2016-11-03,Electronics/Flashlights/,473
2016-11-03,Electronics/Power/,798
2016-11-03,Gift Cards/,198
2016-11-03,Office/,3673
2016-11-03,Office/Notebooks & Journals/,3043
2016-11-03,Office/Office Other/,351
2016-11-03,Office/Writing Instruments/,2039
2016-11-03,Shop by Brand/,720
2016-11-03,Shop by Brand/Android/,1931
2016-11-03,Shop by Brand/Google/,3684
2016-11-03,Shop by Brand/YouTube/,6073
2016-11-03,Housewares,4
2016-11-03,Lifestyle,153
2016-11-03,Lifestyle/,24
2016-11-03,Office,487
2016-11-04,Accessories,17
2016-11-04,Apparel,778
2016-11-04,Backpacks,22
2016-11-04,Bags,150
2016-11-04,Bottles,28
2016-11-04,Drinkware,390
2016-11-04,Electronics,180
2016-11-04,Headgear,36
2016-11-04,Accessories/,3249
2016-11-04,Accessories/Fun/,3340
2016-11-04,Accessories/Housewares/,893
2016-11-04,Accessories/Pet/,367
2016-11-04,Accessories/Sports & Fitness/,323
2016-11-04,Accessories/Stickers/,954
2016-11-04,Apparel/,4632
2016-11-04,Apparel/Headgear/,1501
2016-11-04,Apparel/Kid's/,386
2016-11-04,Apparel/Kid's/Kid's-Infant/,981
2016-11-04,Apparel/Kid's/Kid's-Toddler/,903
2016-11-04,Apparel/Kid's/Kids-Youth/,891
2016-11-04,Apparel/Men's/,1805
2016-11-04,Apparel/Men's/Men's-Outerwear/,3138
2016-11-04,Apparel/Men's/Men's-Performance Wear/,1059
2016-11-04,Apparel/Men's/Men's-T-Shirts/,6722
2016-11-04,Apparel/Women's/,1187
2016-11-04,Apparel/Women's/Women's-Outerwear/,1400
2016-11-04,Apparel/Women's/Women's-Performance Wear/,897
2016-11-04,Apparel/Women's/Women's-T-Shirts/,2230
2016-11-04,Bags/,3063
2016-11-04,Bags/Backpacks/,1590
2016-11-04,Bags/More Bags/,1328
2016-11-04,Bags/Shopping and Totes/,572
2016-11-04,Drinkware/,3786
2016-11-04,Drinkware/Mugs and Cups/,515
2016-11-04,Drinkware/Water Bottles and Tumblers/,2470
2016-11-04,Electronics/,3142
2016-11-04,Electronics/Audio/,1746
2016-11-04,Electronics/Electronics Accessories/,1091
2016-11-04,Electronics/Flashlights/,509
2016-11-04,Electronics/Power/,656
2016-11-04,Gift Cards/,164
2016-11-04,Office/,4333
2016-11-04,Office/Notebooks & Journals/,2104
2016-11-04,Office/Office Other/,334
2016-11-04,Office/Writing Instruments/,1722
2016-11-04,Shop by Brand/,724
2016-11-04,Shop by Brand/Android/,1994
2016-11-04,Shop by Brand/Google/,3183
2016-11-04,Shop by Brand/YouTube/,5270
2016-11-04,Housewares,11
2016-11-04,Lifestyle,91
2016-11-04,Lifestyle/,24
2016-11-04,More Bags,21
2016-11-04,Office,592
2016-11-05,Accessories,25
2016-11-05,Apparel,287
2016-11-05,Backpacks,35
2016-11-05,Bags,57
2016-11-05,Bottles,1
2016-11-05,Drinkware,85
2016-11-05,Electronics,40
2016-11-05,Headgear,35
2016-11-05,Accessories/,2122
2016-11-05,Accessories/Fun/,2640
2016-11-05,Accessories/Housewares/,683
2016-11-05,Accessories/Pet/,200
2016-11-05,Accessories/Sports & Fitness/,206
2016-11-05,Accessories/Stickers/,659
2016-11-05,Apparel/,4706
2016-11-05,Apparel/Headgear/,1202
2016-11-05,Apparel/Kid's/,144
2016-11-05,Apparel/Kid's/Kid's-Infant/,245
2016-11-05,Apparel/Kid's/Kid's-Toddler/,198
2016-11-05,Apparel/Kid's/Kids-Youth/,235
2016-11-05,Apparel/Men's/,1171
2016-11-05,Apparel/Men's/Men's-Outerwear/,2192
2016-11-05,Apparel/Men's/Men's-Performance Wear/,576
2016-11-05,Apparel/Men's/Men's-T-Shirts/,4304
2016-11-05,Apparel/Women's/,968
2016-11-05,Apparel/Women's/Women's-Outerwear/,644
2016-11-05,Apparel/Women's/Women's-Performance Wear/,295
2016-11-05,Apparel/Women's/Women's-T-Shirts/,984
2016-11-05,Bags/,2297
2016-11-05,Bags/Backpacks/,987
2016-11-05,Bags/More Bags/,756
2016-11-05,Bags/Shopping and Totes/,359
2016-11-05,Drinkware/,2643
2016-11-05,Drinkware/Mugs and Cups/,617
2016-11-05,Drinkware/Water Bottles and Tumblers/,931
2016-11-05,Electronics/,1893
2016-11-05,Electronics/Audio/,819
2016-11-05,Electronics/Electronics Accessories/,713
2016-11-05,Electronics/Flashlights/,200
2016-11-05,Electronics/Power/,500
2016-11-05,Gift Cards/,103
2016-11-05,Office/,3071
2016-11-05,Office/Notebooks & Journals/,1023
2016-11-05,Office/Office Other/,193
2016-11-05,Office/Writing Instruments/,885
2016-11-05,Shop by Brand/,650
2016-11-05,Shop by Brand/Android/,621
2016-11-05,Shop by Brand/Google/,2260
2016-11-05,Shop by Brand/YouTube/,4297
2016-11-05,Lifestyle,73
2016-11-05,Lifestyle/,24
2016-11-05,More Bags,13
2016-11-05,Office,232
2016-11-05,Tumblers,3
2016-11-05,Wearables/,2
2016-11-05,Wearables/Men's T-Shirts/,12
2016-11-06,Accessories,9
2016-11-06,Apparel,580
2016-11-06,Bags,87
2016-11-06,Bottles,9
2016-11-06,Drinkware,151
2016-11-06,Electronics,30
2016-11-06,Headgear,35
2016-11-06,Accessories/,2463
2016-11-06,Accessories/Fun/,2051
2016-11-06,Accessories/Housewares/,610
2016-11-06,Accessories/Pet/,276
2016-11-06,Accessories/Sports & Fitness/,173
2016-11-06,Accessories/Stickers/,648
2016-11-06,Apparel/,4289
2016-11-06,Apparel/Headgear/,1198
2016-11-06,Apparel/Kid's/,132
2016-11-06,Apparel/Kid's/Kid's-Infant/,285
2016-11-06,Apparel/Kid's/Kid's-Toddler/,220
2016-11-06,Apparel/Kid's/Kids-Youth/,345
2016-11-06,Apparel/Men's/,1584
2016-11-06,Apparel/Men's/Men's-Outerwear/,1585
2016-11-06,Apparel/Men's/Men's-Performance Wear/,357
2016-11-06,Apparel/Men's/Men's-T-Shirts/,4940
2016-11-06,Apparel/Women's/,735
2016-11-06,Apparel/Women's/Women's-Outerwear/,453
2016-11-06,Apparel/Women's/Women's-Performance Wear/,144
2016-11-06,Apparel/Women's/Women's-T-Shirts/,1633
2016-11-06,Bags/,2547
2016-11-06,Bags/Backpacks/,1238
2016-11-06,Bags/More Bags/,563
2016-11-06,Bags/Shopping and Totes/,295
